Event_ID,Event_Title,Date,Day_of_Navratri,State,City,Event_Type,Category,Participants,Donations,Duration_Hours,Rating,Age_Group,Venue_Type,Organizer,Entry_Fee,Food_Stalls,Live_Music,Celebrity_Guest,Prize_Money,Sponsor,Media_Coverage,Social_Media_Reach,Repeat_Attendees,First_Time_Attendees,Female_Participants,Male_Participants,Volunteers,Safety_Measures,Parking_Available,Accessibility,Environmental_Impact
1148,Celebrity Navratri Night,2025-09-20,Day 6,Madhya Pradesh,Bhopal,Celebrity Night,Eco-Friendly Navratri: Green Celebrations & Sustainability,857,102375.78,5,4.4,Adults (26-45),Open Ground,College Cultural Committee,200,No,Yes,No,0,Yes,Yes,22259,59,27,64,50,12,Good,No,Not Accessible,Moderate
1149,Techno Garba Dance Festival,2025-09-20,Day 6,Gujarat,Gandhinagar,Techno Garba,"Fasting Foods, Rituals & Health Benefits",668,140746.41,4,4.3,Youth (13-25),School Campus,NGO - Women Empowerment,0,Yes,No,No,0,No,Yes,24596,78,34,68,40,36,Good,Yes,Not Accessible,Traditional
1158,Celebrity Navratri Night,2025-09-20,Day 6,Tamil Nadu,Tirunelveli,Celebrity Night,Indian Culture & Traditions during Navratri,719,180148.1,6,4.5,All Ages,Stadium,Temple Trust,0,Yes,Yes,Yes,0,No,No,10221,38,25,50,54,47,Average,No,Limited,Eco-Friendly
1164,Traditional Navratri Garba Night,2025-09-20,Day 6,Gujarat,Gandhinagar,Traditional Garba,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),734,191718.74,5,4.6,Adults (26-45),Hotel Banquet,NGO - Women Empowerment,0,Yes,Yes,No,0,Yes,No,23553,66,76,64,50,15,Good,Yes,Wheelchair Accessible,Traditional
1174,Grand Dandiya Celebration,2025-09-20,Day 6,Rajasthan,Jodhpur,Dandiya Night,Goddess Devi & Her Nine Forms (Navadurga),503,87720.04,6,3.9,Youth (13-25),Open Ground,Cultural Society,0,Yes,No,No,0,No,No,30092,73,65,57,34,29,Good,Yes,Not Accessible,Eco-Friendly
1184,Navratri Cultural Evening,2025-09-20,Day 6,Tamil Nadu,Chennai,Cultural Program,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),270,38057.91,4,4.0,Adults (26-45),Community Hall,Youth Association,50,No,Yes,No,0,Yes,No,10316,37,50,49,31,42,Excellent,No,Limited,Moderate
1202,College Navratri Fest,2025-09-20,Day 6,Uttar Pradesh,Allahabad,College Fest,Social & Economic Impact of Navratri Celebrations,673,183569.06,7,4.5,Youth (13-25),College Ground,School Management,150,Yes,Yes,No,0,No,No,34896,74,45,50,40,43,Excellent,Yes,Wheelchair Accessible,Moderate
1227,Navratri Cultural Evening,2025-09-20,Day 6,Tamil Nadu,Salem,Cultural Program,Social & Economic Impact of Navratri Celebrations,135,28020.94,3,4.3,Kids (5-12),Temple Complex,Residential Welfare Association,0,No,Yes,No,0,Yes,Yes,13926,64,43,57,33,29,Excellent,Yes,Wheelchair Accessible,Traditional
1240,Garba Dance Competition,2025-09-20,Day 6,West Bengal,Durgapur,Competition,Indian Culture & Traditions during Navratri,92,15887.13,4,4.5,Adults (26-45),Hotel Banquet,Municipal Corporation,0,Yes,Yes,Yes,10000,No,Yes,29919,39,73,58,38,38,Good,Yes,Limited,Moderate
1253,College Navratri Fest,2025-09-20,Day 6,Rajasthan,Jodhpur,College Fest,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",609,89777.14,5,4.6,Kids (5-12),School Campus,Temple Trust,0,Yes,No,Yes,0,No,Yes,12560,21,44,57,40,33,Excellent,No,Limited,Eco-Friendly
1257,Traditional Navratri Garba Night,2025-09-20,Day 6,Tamil Nadu,Trichy,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,402,50425.9,4,4.5,Adults (26-45),Temple Complex,Residential Welfare Association,150,Yes,Yes,No,0,No,No,42901,51,57,60,41,18,Excellent,Yes,Limited,Traditional
1275,Techno Garba Dance Festival,2025-09-20,Day 6,Madhya Pradesh,Sagar,Techno Garba,"Fasting Foods, Rituals & Health Benefits",618,59709.5,5,4.4,Adults (26-45),Community Hall,NGO - Women Empowerment,0,No,No,No,0,No,Yes,3835,70,67,51,51,43,Average,Yes,Wheelchair Accessible,Moderate
1283,College Navratri Fest,2025-09-20,Day 6,Punjab,Jalandhar,College Fest,Social & Economic Impact of Navratri Celebrations,647,76196.67,6,4.4,Adults (26-45),Community Hall,Local Community Committee,100,No,Yes,No,0,No,Yes,34480,50,26,53,46,11,Good,No,Wheelchair Accessible,Traditional
1322,Grand Dandiya Celebration,2025-09-20,Day 6,Maharashtra,Thane,Dandiya Night,Garba & Dandiya: Cultural & Global Influence,754,118539.84,6,4.5,Adults (26-45),Open Ground,Residential Welfare Association,0,No,No,No,0,No,No,3576,79,56,50,52,39,Good,Yes,Limited,Moderate
1343,Celebrity Navratri Night,2025-09-20,Day 6,West Bengal,Howrah,Celebrity Night,Comparative Study: Navratri Celebrations in Different States of India,440,59385.85,5,4.3,Youth (13-25),Temple Complex,Residential Welfare Association,0,Yes,No,No,0,No,No,33767,63,63,63,46,38,Good,No,Limited,Eco-Friendly
1357,Garba Dance Competition,2025-09-20,Day 6,Tamil Nadu,Coimbatore,Competition,Goddess Devi & Her Nine Forms (Navadurga),83,14606.86,5,4.2,Senior (45+),Public Park,College Cultural Committee,0,Yes,Yes,No,50000,No,No,43687,43,56,60,36,25,Good,Yes,Limited,Moderate
1359,Kids Navratri Special,2025-09-20,Day 6,Rajasthan,Bikaner,Kids Special,Navratri as a Platform for Social Unity & Diversity,227,21382.92,3,3.8,Adults (26-45),School Campus,Youth Association,0,No,Yes,No,0,No,No,42628,71,75,51,51,27,Good,Yes,Wheelchair Accessible,Traditional
1404,Garba Dance Competition,2025-09-20,Day 6,Delhi,Ghaziabad,Competition,Mata Sati & the Significance of Shakti Peethas,154,43428.38,3,4.3,All Ages,Public Park,Local Community Committee,0,Yes,No,No,25000,No,No,18570,73,58,59,39,16,Good,Yes,Limited,Eco-Friendly
1426,Kids Navratri Special,2025-09-20,Day 6,West Bengal,Siliguri,Kids Special,"Music, Dance & Art Forms of Navratri across India",237,35895.02,3,4.0,Kids (5-12),School Campus,School Management,0,Yes,No,No,0,No,No,10111,76,31,69,51,49,Good,No,Wheelchair Accessible,Traditional
1429,Techno Garba Dance Festival,2025-09-20,Day 6,Uttar Pradesh,Kanpur,Techno Garba,Navratri as a Platform for Social Unity & Diversity,647,155349.93,6,4.5,Youth (13-25),School Campus,Local Community Committee,0,Yes,No,No,0,No,No,11386,64,44,66,50,23,Excellent,Yes,Limited,Moderate
1432,College Navratri Fest,2025-09-20,Day 6,Maharashtra,Mumbai,College Fest,Mata Sati & the Significance of Shakti Peethas,1095,91349.02,5,4.3,Adults (26-45),College Ground,NGO - Women Empowerment,0,Yes,Yes,No,0,No,No,40351,50,57,51,43,17,Average,Yes,Limited,Moderate
1434,Traditional Navratri Garba Night,2025-09-20,Day 6,Rajasthan,Jaipur,Traditional Garba,Navratri as a Platform for Social Unity & Diversity,445,81546.75,4,4.6,Adults (26-45),Stadium,Cultural Society,50,Yes,Yes,No,0,No,No,31755,50,56,53,43,27,Excellent,Yes,Limited,Eco-Friendly
1439,Celebrity Navratri Night,2025-09-20,Day 6,Karnataka,Mangalore,Celebrity Night,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),1186,245441.76,5,4.4,Adults (26-45),College Ground,School Management,150,Yes,Yes,No,0,No,No,22442,49,75,46,42,27,Excellent,Yes,Limited,Moderate
1443,College Navratri Fest,2025-09-20,Day 6,Gujarat,Vadodara,College Fest,Eco-Friendly Navratri: Green Celebrations & Sustainability,510,133389.12,5,4.6,Kids (5-12),School Campus,Residential Welfare Association,200,Yes,No,No,0,No,No,4890,60,24,68,48,33,Good,Yes,Not Accessible,Moderate
1449,College Navratri Fest,2025-09-20,Day 6,Punjab,Patiala,College Fest,Comparative Study: Navratri Celebrations in Different States of India,458,78230.01,6,4.7,Adults (26-45),Hotel Banquet,Youth Association,100,No,Yes,No,0,No,No,1796,67,43,65,39,27,Good,Yes,Wheelchair Accessible,Moderate
1451,Traditional Navratri Garba Night,2025-09-20,Day 6,Madhya Pradesh,Jabalpur,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,215,27836.59,4,3.9,Youth (13-25),Community Hall,School Management,150,Yes,No,No,0,No,No,14200,71,36,49,46,26,Excellent,Yes,Not Accessible,Moderate
1461,Traditional Navratri Garba Night,2025-09-20,Day 6,Delhi,Gurgaon,Traditional Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,260,40889.61,4,4.1,Senior (45+),Hotel Banquet,Residential Welfare Association,50,Yes,Yes,No,0,No,No,11745,44,46,47,34,46,Good,Yes,Not Accessible,Moderate
1476,Celebrity Navratri Night,2025-09-20,Day 6,Rajasthan,Jodhpur,Celebrity Night,Social & Economic Impact of Navratri Celebrations,707,159317.17,5,4.8,Senior (45+),Stadium,Cultural Society,0,Yes,Yes,Yes,0,No,Yes,22608,63,30,66,49,30,Excellent,No,Wheelchair Accessible,Eco-Friendly
1478,Garba Dance Competition,2025-09-20,Day 6,Madhya Pradesh,Jabalpur,Competition,Mata Sati & the Significance of Shakti Peethas,232,23187.39,4,4.2,Youth (13-25),Public Park,NGO - Women Empowerment,50,Yes,Yes,No,50000,No,Yes,43723,72,70,49,38,33,Average,Yes,Wheelchair Accessible,Moderate
1479,Celebrity Navratri Night,2025-09-20,Day 6,Karnataka,Mysore,Celebrity Night,Women Empowerment through Devi Worship,531,148963.22,5,4.1,Adults (26-45),Public Park,Corporate CSR Initiative,50,Yes,No,No,0,Yes,Yes,39065,59,50,47,39,35,Good,Yes,Wheelchair Accessible,Eco-Friendly
1487,Techno Garba Dance Festival,2025-09-20,Day 6,Delhi,Faridabad,Techno Garba,Comparative Study: Navratri Celebrations in Different States of India,1037,156606.9,4,4.7,Senior (45+),College Ground,Municipal Corporation,50,No,Yes,No,0,No,No,44336,26,40,64,46,35,Good,Yes,Wheelchair Accessible,Moderate
1508,Navratri Cultural Evening,2025-09-20,Day 6,Gujarat,Rajkot,Cultural Program,Goddess Devi & Her Nine Forms (Navadurga),358,63614.52,2,4.2,Youth (13-25),Community Hall,Residential Welfare Association,150,Yes,Yes,No,0,No,No,33746,29,44,57,44,48,Average,No,Limited,Eco-Friendly
1528,Traditional Navratri Garba Night,2025-09-20,Day 6,Tamil Nadu,Madurai,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,291,36824.89,5,3.9,Kids (5-12),Community Hall,Cultural Society,50,No,Yes,No,0,Yes,No,18422,53,57,45,47,49,Average,No,Not Accessible,Moderate
1547,Celebrity Navratri Night,2025-09-20,Day 6,Karnataka,Hubli,Celebrity Night,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",515,86135.47,4,4.0,All Ages,Public Park,Cultural Society,0,No,No,No,0,No,Yes,26622,67,64,58,36,24,Excellent,No,Wheelchair Accessible,Moderate
1548,Garba Dance Competition,2025-09-20,Day 6,Punjab,Patiala,Competition,Importance of Shrishti (Creation) & Cosmic Energy,162,45707.89,4,4.3,All Ages,College Ground,Youth Association,50,Yes,No,No,10000,No,Yes,10088,26,28,62,44,39,Excellent,Yes,Not Accessible,Moderate
1556,Grand Dandiya Celebration,2025-09-20,Day 6,Madhya Pradesh,Sagar,Dandiya Night,Mata Sati & the Significance of Shakti Peethas,422,114240.54,7,4.2,Senior (45+),Public Park,Residential Welfare Association,100,Yes,Yes,No,0,Yes,Yes,13873,72,80,50,49,18,Excellent,Yes,Limited,Moderate
1568,College Navratri Fest,2025-09-20,Day 6,Gujarat,Bhavnagar,College Fest,Comparative Study: Navratri Celebrations in Different States of India,947,79933.96,5,4.0,Senior (45+),Temple Complex,Cultural Society,200,Yes,Yes,Yes,0,Yes,No,3092,37,33,60,31,20,Good,Yes,Limited,Eco-Friendly
1576,Traditional Navratri Garba Night,2025-09-20,Day 6,Uttar Pradesh,Lucknow,Traditional Garba,"Music, Dance & Art Forms of Navratri across India",445,104403.57,5,4.2,Youth (13-25),Public Park,Residential Welfare Association,0,Yes,Yes,No,0,No,No,1422,63,43,62,52,28,Excellent,Yes,Wheelchair Accessible,Moderate
1582,Traditional Navratri Garba Night,2025-09-20,Day 6,West Bengal,Malda,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,260,53822.23,4,3.7,All Ages,College Ground,NGO - Women Empowerment,0,Yes,Yes,No,0,No,No,49187,79,79,56,40,28,Good,Yes,Wheelchair Accessible,Eco-Friendly
1012,Grand Dandiya Celebration,2025-09-21,Day 7,Gujarat,Ahmedabad,Dandiya Night,Social & Economic Impact of Navratri Celebrations,968,132001.83,5,3.9,All Ages,Community Hall,College Cultural Committee,0,Yes,Yes,Yes,0,Yes,Yes,23386,42,66,46,54,41,Good,Yes,Wheelchair Accessible,Moderate
1020,Navratri Cultural Evening,2025-09-21,Day 7,Rajasthan,Ajmer,Cultural Program,Social & Economic Impact of Navratri Celebrations,349,61277.21,2,3.8,Adults (26-45),Community Hall,Municipal Corporation,50,No,No,No,0,No,No,15683,76,21,61,31,42,Excellent,No,Wheelchair Accessible,Traditional
1037,Kids Navratri Special,2025-09-21,Day 7,West Bengal,Kolkata,Kids Special,Goddess Devi & Her Nine Forms (Navadurga),471,58936.57,2,4.3,Adults (26-45),School Campus,NGO - Women Empowerment,100,Yes,No,No,0,No,No,27737,49,43,63,52,10,Excellent,Yes,Limited,Eco-Friendly
1091,Kids Navratri Special,2025-09-21,Day 7,Tamil Nadu,Chennai,Kids Special,Navratri as a Platform for Social Unity & Diversity,252,69054.07,4,4.2,All Ages,Stadium,Cultural Society,0,Yes,Yes,Yes,0,No,Yes,24172,54,53,53,36,47,Good,No,Wheelchair Accessible,Moderate
1114,Traditional Navratri Garba Night,2025-09-21,Day 7,Karnataka,Davangere,Traditional Garba,"Fasting Foods, Rituals & Health Benefits",460,130997.7,4,4.6,All Ages,Stadium,Cultural Society,150,Yes,No,Yes,0,No,Yes,15562,32,24,61,34,19,Good,Yes,Limited,Eco-Friendly
1116,Kids Navratri Special,2025-09-21,Day 7,Madhya Pradesh,Bhopal,Kids Special,Eco-Friendly Navratri: Green Celebrations & Sustainability,482,141863.58,4,4.3,Senior (45+),Open Ground,Residential Welfare Association,0,Yes,Yes,No,0,Yes,No,29572,60,52,46,54,37,Good,Yes,Limited,Moderate
1120,Traditional Navratri Garba Night,2025-09-21,Day 7,Uttar Pradesh,Allahabad,Traditional Garba,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",498,124379.44,4,4.3,Kids (5-12),School Campus,Youth Association,150,Yes,No,No,0,No,Yes,5967,21,26,52,40,36,Excellent,Yes,Wheelchair Accessible,Traditional
1132,Garba Dance Competition,2025-09-21,Day 7,Gujarat,Ahmedabad,Competition,"Fasting Foods, Rituals & Health Benefits",606,77874.89,3,4.5,Kids (5-12),Open Ground,Youth Association,0,Yes,No,Yes,5000,No,No,8674,40,56,59,41,13,Good,No,Wheelchair Accessible,Moderate
1150,Techno Garba Dance Festival,2025-09-21,Day 7,Uttar Pradesh,Meerut,Techno Garba,Goddess Devi & Her Nine Forms (Navadurga),526,80878.49,6,4.3,Kids (5-12),Public Park,Residential Welfare Association,0,No,No,Yes,0,Yes,Yes,36179,77,47,64,38,47,Average,Yes,Wheelchair Accessible,Moderate
1177,Kids Navratri Special,2025-09-21,Day 7,Gujarat,Bhavnagar,Kids Special,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),728,138155.21,2,3.9,Senior (45+),Open Ground,Corporate CSR Initiative,100,Yes,No,Yes,0,Yes,No,38997,73,58,52,43,29,Good,Yes,Wheelchair Accessible,Moderate
1190,Kids Navratri Special,2025-09-21,Day 7,Rajasthan,Udaipur,Kids Special,Social & Economic Impact of Navratri Celebrations,390,93968.03,2,4.5,Adults (26-45),Community Hall,College Cultural Committee,200,Yes,No,No,0,No,No,46349,32,58,66,34,25,Good,No,Not Accessible,Eco-Friendly
1196,Navratri Cultural Evening,2025-09-21,Day 7,Madhya Pradesh,Indore,Cultural Program,"Music, Dance & Art Forms of Navratri across India",514,89539.04,3,4.6,Kids (5-12),Stadium,Cultural Society,100,Yes,No,No,0,Yes,No,1893,66,65,68,47,13,Good,Yes,Limited,Eco-Friendly
1205,Grand Dandiya Celebration,2025-09-21,Day 7,West Bengal,Malda,Dandiya Night,Devi-Devata in Indian Scriptures & their Symbolism,659,80284.87,5,4.2,Adults (26-45),Open Ground,Cultural Society,0,No,Yes,No,0,Yes,No,24065,35,53,45,52,19,Good,Yes,Not Accessible,Traditional
1207,Garba Dance Competition,2025-09-21,Day 7,Madhya Pradesh,Ujjain,Competition,Indian Culture & Traditions during Navratri,262,48497.06,3,3.8,Youth (13-25),Open Ground,College Cultural Committee,200,Yes,No,No,10000,No,No,4114,26,40,45,42,41,Average,Yes,Not Accessible,Moderate
1211,Grand Dandiya Celebration,2025-09-21,Day 7,West Bengal,Durgapur,Dandiya Night,Goddess Devi & Her Nine Forms (Navadurga),605,173646.08,7,4.1,Youth (13-25),School Campus,NGO - Women Empowerment,200,No,Yes,Yes,0,Yes,No,8367,48,42,50,40,29,Excellent,No,Limited,Eco-Friendly
1252,Techno Garba Dance Festival,2025-09-21,Day 7,West Bengal,Siliguri,Techno Garba,Goddess Devi & Her Nine Forms (Navadurga),997,181358.16,5,4.4,All Ages,Community Hall,School Management,100,Yes,Yes,Yes,0,No,No,2524,74,22,53,41,11,Good,No,Not Accessible,Eco-Friendly
1269,Traditional Navratri Garba Night,2025-09-21,Day 7,Punjab,Ludhiana,Traditional Garba,Devi-Devata in Indian Scriptures & their Symbolism,512,152769.34,4,4.5,Adults (26-45),Community Hall,College Cultural Committee,50,Yes,No,No,0,No,No,37901,27,27,49,48,43,Good,No,Wheelchair Accessible,Moderate
1271,Techno Garba Dance Festival,2025-09-21,Day 7,Tamil Nadu,Trichy,Techno Garba,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),809,115672.09,6,4.5,Kids (5-12),Public Park,School Management,100,No,No,No,0,No,No,4641,48,22,51,44,16,Excellent,Yes,Not Accessible,Traditional
1272,Traditional Navratri Garba Night,2025-09-21,Day 7,West Bengal,Kolkata,Traditional Garba,Indian Culture & Traditions during Navratri,526,104753.6,5,4.2,Senior (45+),Open Ground,NGO - Women Empowerment,100,Yes,Yes,Yes,0,No,No,14334,27,49,60,42,36,Good,No,Limited,Traditional
1278,Garba Dance Competition,2025-09-21,Day 7,Punjab,Amritsar,Competition,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),282,24791.32,5,4.1,Kids (5-12),College Ground,Municipal Corporation,0,Yes,Yes,No,0,No,No,45702,48,68,46,49,24,Good,No,Limited,Moderate
1309,College Navratri Fest,2025-09-21,Day 7,Maharashtra,Nagpur,College Fest,Goddess Devi & Her Nine Forms (Navadurga),1704,274219.87,5,4.3,Senior (45+),Community Hall,Corporate CSR Initiative,50,No,No,No,0,Yes,No,29439,46,44,50,49,24,Excellent,No,Not Accessible,Traditional
1314,Celebrity Navratri Night,2025-09-21,Day 7,Uttar Pradesh,Agra,Celebrity Night,Social & Economic Impact of Navratri Celebrations,1117,205050.71,6,4.8,Kids (5-12),Stadium,Temple Trust,0,Yes,Yes,No,0,Yes,No,20116,45,59,67,32,37,Good,Yes,Not Accessible,Moderate
1332,Techno Garba Dance Festival,2025-09-21,Day 7,Madhya Pradesh,Bhopal,Techno Garba,Social & Economic Impact of Navratri Celebrations,939,221536.8,4,4.2,Adults (26-45),Open Ground,College Cultural Committee,100,Yes,Yes,No,0,No,No,46765,27,45,69,44,49,Excellent,Yes,Not Accessible,Moderate
1344,Grand Dandiya Celebration,2025-09-21,Day 7,Karnataka,Mysore,Dandiya Night,"Music, Dance & Art Forms of Navratri across India",348,81819.65,5,3.9,Kids (5-12),Open Ground,Municipal Corporation,100,Yes,No,No,0,Yes,No,11046,31,68,45,37,15,Excellent,Yes,Wheelchair Accessible,Traditional
1352,Celebrity Navratri Night,2025-09-21,Day 7,Punjab,Bathinda,Celebrity Night,Indian Culture & Traditions during Navratri,703,146198.2,6,4.1,All Ages,School Campus,Local Community Committee,150,Yes,Yes,No,0,No,Yes,9991,72,22,49,52,31,Excellent,No,Limited,Eco-Friendly
1368,Kids Navratri Special,2025-09-21,Day 7,Punjab,Bathinda,Kids Special,Eco-Friendly Navratri: Green Celebrations & Sustainability,344,79547.34,2,4.2,Youth (13-25),Public Park,Corporate CSR Initiative,0,Yes,Yes,No,0,No,No,6703,57,69,59,42,10,Good,Yes,Not Accessible,Moderate
1371,Grand Dandiya Celebration,2025-09-21,Day 7,Tamil Nadu,Coimbatore,Dandiya Night,Mata Sati & the Significance of Shakti Peethas,544,60734.11,5,4.4,Youth (13-25),School Campus,Local Community Committee,0,Yes,Yes,No,0,Yes,Yes,17484,58,47,45,44,49,Good,Yes,Wheelchair Accessible,Eco-Friendly
1387,Techno Garba Dance Festival,2025-09-21,Day 7,Gujarat,Bhavnagar,Techno Garba,Social & Economic Impact of Navratri Celebrations,2210,537479.07,6,4.7,Adults (26-45),College Ground,Residential Welfare Association,0,No,Yes,No,0,Yes,No,37210,43,74,46,40,21,Good,No,Wheelchair Accessible,Moderate
1401,Navratri Cultural Evening,2025-09-21,Day 7,Karnataka,Bangalore,Cultural Program,Devi-Devata in Indian Scriptures & their Symbolism,306,62172.0,2,4.0,Adults (26-45),Community Hall,Temple Trust,0,Yes,Yes,Yes,0,No,Yes,34077,76,61,61,39,16,Good,Yes,Limited,Eco-Friendly
1417,College Navratri Fest,2025-09-21,Day 7,Delhi,Noida,College Fest,Importance of Shrishti (Creation) & Cosmic Energy,613,104368.9,5,4.5,Youth (13-25),Public Park,College Cultural Committee,0,Yes,Yes,Yes,0,No,No,8111,51,80,61,31,18,Good,Yes,Wheelchair Accessible,Moderate
1422,Kids Navratri Special,2025-09-21,Day 7,Punjab,Patiala,Kids Special,Comparative Study: Navratri Celebrations in Different States of India,497,118365.29,2,4.4,All Ages,Temple Complex,NGO - Women Empowerment,150,No,No,No,0,No,No,46177,76,49,50,53,25,Good,Yes,Wheelchair Accessible,Eco-Friendly
1424,Celebrity Navratri Night,2025-09-21,Day 7,Tamil Nadu,Coimbatore,Celebrity Night,Garba & Dandiya: Cultural & Global Influence,735,71693.72,4,4.4,All Ages,Hotel Banquet,Local Community Committee,0,Yes,Yes,No,0,No,No,22682,66,55,64,46,37,Good,Yes,Limited,Traditional
1446,Techno Garba Dance Festival,2025-09-21,Day 7,Madhya Pradesh,Sagar,Techno Garba,"Music, Dance & Art Forms of Navratri across India",1313,340293.13,5,4.4,Adults (26-45),Stadium,College Cultural Committee,0,Yes,Yes,No,0,No,Yes,32559,58,41,66,53,49,Excellent,No,Limited,Moderate
1448,Celebrity Navratri Night,2025-09-21,Day 7,Maharashtra,Thane,Celebrity Night,Devi-Devata in Indian Scriptures & their Symbolism,1255,118602.97,4,4.5,Adults (26-45),Hotel Banquet,Local Community Committee,200,Yes,Yes,No,0,Yes,Yes,13464,64,72,59,49,42,Good,Yes,Limited,Moderate
1456,Grand Dandiya Celebration,2025-09-21,Day 7,Madhya Pradesh,Bhopal,Dandiya Night,Navratri as a Platform for Social Unity & Diversity,519,67336.01,5,4.4,Kids (5-12),Open Ground,School Management,0,No,Yes,No,0,Yes,No,42716,75,69,67,42,34,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1467,Garba Dance Competition,2025-09-21,Day 7,Rajasthan,Kota,Competition,"Fasting Foods, Rituals & Health Benefits",358,62749.4,5,3.8,Adults (26-45),Public Park,NGO - Women Empowerment,50,Yes,Yes,No,0,Yes,No,5784,21,78,55,38,44,Average,No,Wheelchair Accessible,Eco-Friendly
1480,Celebrity Navratri Night,2025-09-21,Day 7,West Bengal,Durgapur,Celebrity Night,Navratri as a Platform for Social Unity & Diversity,1083,285508.12,4,4.1,Youth (13-25),School Campus,Local Community Committee,100,Yes,No,Yes,0,No,No,1511,38,53,57,50,30,Excellent,Yes,Limited,Traditional
1481,Traditional Navratri Garba Night,2025-09-21,Day 7,Madhya Pradesh,Ujjain,Traditional Garba,Devi-Devata in Indian Scriptures & their Symbolism,410,113601.06,3,3.8,All Ages,Open Ground,Corporate CSR Initiative,100,Yes,Yes,No,0,No,No,43596,73,33,51,41,22,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1492,Traditional Navratri Garba Night,2025-09-21,Day 7,Gujarat,Surat,Traditional Garba,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",1205,192220.68,3,4.4,Adults (26-45),College Ground,Cultural Society,150,No,No,No,0,No,No,29702,53,31,45,38,49,Excellent,Yes,Not Accessible,Eco-Friendly
1496,Kids Navratri Special,2025-09-21,Day 7,Gujarat,Gandhinagar,Kids Special,Social & Economic Impact of Navratri Celebrations,620,57072.98,4,4.1,All Ages,Public Park,NGO - Women Empowerment,200,No,Yes,Yes,0,No,No,1425,56,56,47,34,33,Average,Yes,Wheelchair Accessible,Moderate
1500,Navratri Cultural Evening,2025-09-21,Day 7,West Bengal,Howrah,Cultural Program,Garba & Dandiya: Cultural & Global Influence,400,111322.04,3,4.2,All Ages,College Ground,Temple Trust,50,Yes,Yes,No,0,No,No,36424,53,47,48,53,26,Good,Yes,Wheelchair Accessible,Eco-Friendly
1521,Kids Navratri Special,2025-09-21,Day 7,Uttar Pradesh,Lucknow,Kids Special,Women Empowerment through Devi Worship,607,127187.62,3,4.5,Kids (5-12),Community Hall,School Management,200,Yes,No,No,0,No,Yes,27267,72,41,61,33,32,Good,Yes,Wheelchair Accessible,Eco-Friendly
1527,Celebrity Navratri Night,2025-09-21,Day 7,Tamil Nadu,Coimbatore,Celebrity Night,Women Empowerment through Devi Worship,622,74149.6,6,4.1,Kids (5-12),Temple Complex,Cultural Society,0,Yes,No,Yes,0,No,No,2234,20,48,62,32,42,Excellent,No,Wheelchair Accessible,Eco-Friendly
1530,Traditional Navratri Garba Night,2025-09-21,Day 7,Maharashtra,Thane,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,730,88879.76,5,3.8,Kids (5-12),School Campus,Cultural Society,0,No,No,No,0,No,Yes,30515,37,32,63,40,43,Good,No,Wheelchair Accessible,Traditional
1533,Navratri Cultural Evening,2025-09-21,Day 7,Rajasthan,Kota,Cultural Program,"Fasting Foods, Rituals & Health Benefits",496,99264.55,2,4.2,Kids (5-12),Hotel Banquet,Cultural Society,50,Yes,Yes,Yes,0,No,Yes,28549,74,79,47,31,14,Excellent,Yes,Limited,Eco-Friendly
1561,Garba Dance Competition,2025-09-21,Day 7,Rajasthan,Udaipur,Competition,Devi-Devata in Indian Scriptures & their Symbolism,247,24739.62,5,3.9,All Ages,Open Ground,School Management,50,Yes,No,No,10000,Yes,Yes,10950,57,71,66,38,36,Excellent,Yes,Not Accessible,Eco-Friendly
1579,Navratri Cultural Evening,2025-09-21,Day 7,Delhi,Gurgaon,Cultural Program,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",469,135876.84,4,4.1,Kids (5-12),Community Hall,College Cultural Committee,100,Yes,No,No,0,No,Yes,39017,79,43,60,36,33,Good,Yes,Limited,Traditional
1597,Kids Navratri Special,2025-09-21,Day 7,Delhi,Gurgaon,Kids Special,Garba & Dandiya: Cultural & Global Influence,365,37455.53,4,3.8,Adults (26-45),College Ground,NGO - Women Empowerment,0,Yes,Yes,No,0,Yes,No,11249,27,69,66,53,36,Good,Yes,Wheelchair Accessible,Eco-Friendly
